pair,direction,content_label,style_label,candidate_id,content_index,style_index,accepted,reason
cat / dog,cat -> dog,3,5,content_1563_style_2334,1563,2334,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_5694_style_3876,5694,3876,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_7875_style_2024,7875,2024,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_6434_style_4819,6434,4819,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_706_style_6455,706,6455,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_716_style_3,716,3,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4177_style_7320,4177,7320,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4170_style_4675,4170,4675,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2340_style_7320,2340,7320,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_3015_style_1977,3015,1977,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_716_style_4893,716,4893,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_6689_style_4893,6689,4893,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_6434_style_5478,6434,5478,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_7460_style_1175,7460,1175,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_6434_style_1553,6434,1553,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_7476_style_4893,7476,4893,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_962_style_4617,962,4617,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4311_style_2024,4311,2024,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_6434_style_6455,6434,6455,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4676_style_5918,4676,5918,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_151_style_4617,151,4617,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4990_style_3437,4990,3437,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2230_style_3437,2230,3437,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4990_style_1389,4990,1389,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2745_style_5999,2745,5999,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_5451_style_7309,5451,7309,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2191_style_5117,2191,5117,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2340_style_2888,2340,2888,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_3948_style_4675,3948,4675,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4069_style_7150,4069,7150,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_5451_style_2750,5451,2750,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_3015_style_4130,3015,4130,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2109_style_6609,2109,6609,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_1247_style_562,1247,562,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4990_style_3876,4990,3876,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_6434_style_81,6434,81,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_667_style_5912,667,5912,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4552_style_7262,4552,7262,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_2342_style_2024,2342,2024,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_962_style_7320,962,7320,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_7460_style_484,7460,484,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_3905_style_4615,3905,4615,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_1954_style_7465,1954,7465,True,Content outline remains clear; style surface pattern is visible.
